34,settings.base.prepopulate,base,prepopulate,1,In Production, prepopulate = 0 (to save 1x DAL hit every page)
742,settings.req.req_form_name,req,req_form_name,"Request Issue Form",
743,settings.req.req_shortname,req,req_shortname,"RIS",
747,settings.req.req_type,req,req_type,("Stock",),all types will be valid.
749,settings.req.summary,req,summary,True,Uncomment to enable Summary 'Site Needs' tab for Offices/Facilities
751,settings.req.req_restrict_on_complete,req,req_restrict_on_complete,True,Uncomment to restrict adding new commits to Completed commits
754,settings.req.req_crud_strings,req,req_crud_strings,dict(),Custom Crud Strings for specific req_req types
757,settings.req.req_crud_strings[1],req,req_crud_strings[1],Storage(,req_req Crud Strings for Item Request (type=1)
770,settings.req.req_crud_strings[3],req,req_crud_strings[3],Storage(,req_req Crud Strings for People Request (type=3)
784,settings.supply.use_alt_name,supply,use_alt_name,False,Supply
786,settings.supply.catalog_default,supply,catalog_default,T("Default"),Do not edit after deployment
791,settings.project.mode_3w,project,mode_3w,True,Uncomment this to use settings suitable for a global/regional organisation (e.g. DRR)
793,settings.project.mode_drr,project,mode_drr,True,Uncomment this to use DRR (Disaster Risk Reduction) extensions
795,settings.project.mode_task,project,mode_task,True,Uncomment this to use settings suitable for detailed Task management
797,settings.project.activities,project,activities,True,Uncomment this to use Activities for Projects & Tasks
799,settings.project.activity_types,project,activity_types,True,Uncomment this to use Activity Types for Activities & Projects
801,settings.project.activity_filter_year,project,activity_filter_year,True,Uncomment this to filter dates in Activities
803,settings.project.codes,project,codes,True,Uncomment this to use Codes for projects
805,settings.project.community,project,community,True,Uncomment this to call project locations 'Communities'
807,settings.project.hazards,project,hazards,True,Uncomment this to enable Hazards in 3W projects
809,settings.project.indicators,project,indicators,True,Uncomment this to enable Indicators in projects
811,settings.project.milestones,project,milestones,True,Uncomment this to enable Milestones in projects
813,settings.project.projects,project,projects,True,Uncomment this to use Projects for Activities & Tasks
815,settings.project.sectors,project,sectors,False,Uncomment this to disable Sectors in projects
817,settings.project.programmes,project,programmes,True,Uncomment this to enable Programmes in projects
819,settings.project.task_tag,project,task_tag,True,Uncomment this to use Tags in Tasks
821,settings.project.themes,project,themes,True,Uncomment this to enable Themes in 3W projects
823,settings.project.theme_percentages,project,theme_percentages,True,Uncomment this to use Theme Percentages for projects
825,settings.project.multiple_budgets,project,multiple_budgets,True,Uncomment this to use multiple Budgets per project
827,settings.project.multiple_organisations,project,multiple_organisations,True,Uncomment this to use multiple Organisations per project
830,settings.project.organisation_roles,project,organisation_roles,{1:T("LeadImplementer");#T("HostNationalSociety"),Links to Filtered Components for Donors & Partners
837,settings.project.organisation_lead_role,project,organisation_lead_role,1,
840,settings.project.task_priority_opts,project,task_priority_opts,=,NB Be very cautious about doing this (see docstring in modules/s3cfg.py)
843,settings.project.task_status_opts,project,task_status_opts,=,NB Be very cautious about doing this (see docstring in modules/s3cfg.py)
848,settings.irs.vehicle,irs,vehicle,True,Uncomment this to use vehicles when responding to Incident Reports
853,settings.transport.airport_code_unique,transport,airport_code_unique,True,Uncomment to make Airport codes unique
855,settings.transport.seaport_code_unique,transport,seaport_code_unique,True,Uncomment to make Seaport codes unique
857,settings.transport.heliport_code_unique,transport,heliport_code_unique,True,Uncomment to make Heliport codes unique
861,settings.search.filter_manager,search,filter_manager,False,Filter Manager
864,settings.base.youtube_id,base,youtube_id,[dict(id = "introduction";title=T("Introduction");video_id="HR-FtR2XkBU");],if you want to have videos appearing in /default/video
871,settings.xforms.resources,xforms,resources,[("Request", "req_req")],Configure xform resources (example)
